src,dst,split,class
data\cleaned\Pepper__bell___healthy\ee475461-4920-4243-bacd-7a2aa297c80e___JR_HL 7611.JPG,data\processed\train\Pepper__bell___healthy\ee475461-4920-4243-bacd-7a2aa297c80e___JR_HL 7611.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f4052038-8f4b-48f2-9427-f69ade61ac7c___JR_HL 8456.JPG,data\processed\train\Pepper__bell___healthy\f4052038-8f4b-48f2-9427-f69ade61ac7c___JR_HL 8456.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f41608e8-d125-4af9-b9d4-4ef1c97ceb88___JR_HL 7672.JPG,data\processed\train\Pepper__bell___healthy\f41608e8-d125-4af9-b9d4-4ef1c97ceb88___JR_HL 7672.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b32eec71-c780-4649-af2b-9e233995994f___JR_HL 8513.JPG,data\processed\train\Pepper__bell___healthy\b32eec71-c780-4649-af2b-9e233995994f___JR_HL 8513.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\eecde786-2c9b-4ca9-8d60-7fcdae350fe4___JR_HL 8321.JPG,data\processed\train\Pepper__bell___healthy\eecde786-2c9b-4ca9-8d60-7fcdae350fe4___JR_HL 8321.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f2cf1271-b257-452e-8c4f-1db1ff8babd5___JR_HL 5883.JPG,data\processed\train\Pepper__bell___healthy\f2cf1271-b257-452e-8c4f-1db1ff8babd5___JR_HL 5883.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f06eae04-68c4-482c-b78c-7213afe6e759___JR_HL 8011.JPG,data\processed\train\Pepper__bell___healthy\f06eae04-68c4-482c-b78c-7213afe6e759___JR_HL 8011.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f4accacc-f839-4bc4-b365-4a021c00c944___JR_HL 8833.JPG,data\processed\train\Pepper__bell___healthy\f4accacc-f839-4bc4-b365-4a021c00c944___JR_HL 8833.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f822e8d5-6cb7-40ad-a6ce-b92105e7ce03___JR_HL 7905.JPG,data\processed\train\Pepper__bell___healthy\f822e8d5-6cb7-40ad-a6ce-b92105e7ce03___JR_HL 7905.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f17c87e8-fd78-48a9-8501-1b6283b14c3c___JR_HL 5841.JPG,data\processed\train\Pepper__bell___healthy\f17c87e8-fd78-48a9-8501-1b6283b14c3c___JR_HL 5841.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f790b881-1d8d-4455-acbb-07c876ceb766___JR_HL 8426.JPG,data\processed\train\Pepper__bell___healthy\f790b881-1d8d-4455-acbb-07c876ceb766___JR_HL 8426.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f33fb36e-18f9-4b55-a03c-c896e5c23186___JR_HL 5962.JPG,data\processed\train\Pepper__bell___healthy\f33fb36e-18f9-4b55-a03c-c896e5c23186___JR_HL 5962.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f3e7e5bc-bcdc-4dc8-a6cf-86a42df59c7f___JR_HL 7799.JPG,data\processed\train\Pepper__bell___healthy\f3e7e5bc-bcdc-4dc8-a6cf-86a42df59c7f___JR_HL 7799.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f064af9b-a2db-499b-9731-a4078a10bf6a___JR_HL 8898.JPG,data\processed\train\Pepper__bell___healthy\f064af9b-a2db-499b-9731-a4078a10bf6a___JR_HL 8898.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b08cb3cc-a9b8-43ec-9966-39b8a6e1a0af___JR_HL 8423.JPG,data\processed\train\Pepper__bell___healthy\b08cb3cc-a9b8-43ec-9966-39b8a6e1a0af___JR_HL 8423.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\efb220da-f27d-4619-b2c0-d1242dde2933___JR_HL 6011.JPG,data\processed\train\Pepper__bell___healthy\efb220da-f27d-4619-b2c0-d1242dde2933___JR_HL 6011.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f3cb1c60-4aae-4f2d-ae59-6654296a969b___JR_HL 8399.JPG,data\processed\train\Pepper__bell___healthy\f3cb1c60-4aae-4f2d-ae59-6654296a969b___JR_HL 8399.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f47373b3-ed1e-42b0-988b-b2724cc89782___JR_HL 5903.JPG,data\processed\train\Pepper__bell___healthy\f47373b3-ed1e-42b0-988b-b2724cc89782___JR_HL 5903.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f3d4b7d4-cc6d-478e-8255-e653ffe8a79c___JR_HL 8029.JPG,data\processed\train\Pepper__bell___healthy\f3d4b7d4-cc6d-478e-8255-e653ffe8a79c___JR_HL 8029.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f025d161-089c-49e4-8f42-ca979e430977___JR_HL 6012.JPG,data\processed\train\Pepper__bell___healthy\f025d161-089c-49e4-8f42-ca979e430977___JR_HL 6012.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\fa950a7a-dddd-4ae7-9925-a35452e2da4d___JR_HL 8502.JPG,data\processed\train\Pepper__bell___healthy\fa950a7a-dddd-4ae7-9925-a35452e2da4d___JR_HL 8502.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f102520d-aa05-452f-9c24-6e480d59112e___JR_HL 7750.JPG,data\processed\train\Pepper__bell___healthy\f102520d-aa05-452f-9c24-6e480d59112e___JR_HL 7750.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\fa421fcb-ba24-4562-bf15-0ba854194d70___JR_HL 7641.JPG,data\processed\train\Pepper__bell___healthy\fa421fcb-ba24-4562-bf15-0ba854194d70___JR_HL 7641.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f460de9c-14ab-4bac-8cb6-b25c958ae78f___JR_HL 8596.JPG,data\processed\train\Pepper__bell___healthy\f460de9c-14ab-4bac-8cb6-b25c958ae78f___JR_HL 8596.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b8ef1c18-2390-42d5-8b62-47ddca728b87___JR_HL 8753.JPG,data\processed\train\Pepper__bell___healthy\b8ef1c18-2390-42d5-8b62-47ddca728b87___JR_HL 8753.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f5e369a3-421e-43b9-ab00-840e7535a5eb___JR_HL 8076.JPG,data\processed\train\Pepper__bell___healthy\f5e369a3-421e-43b9-ab00-840e7535a5eb___JR_HL 8076.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f9c0c883-e492-417c-94ac-f57bd6db1b78___JR_HL 8480.JPG,data\processed\train\Pepper__bell___healthy\f9c0c883-e492-417c-94ac-f57bd6db1b78___JR_HL 8480.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b39dd01c-b297-4d3f-ad79-c06a488a99cd___JR_HL 8268.JPG,data\processed\train\Pepper__bell___healthy\b39dd01c-b297-4d3f-ad79-c06a488a99cd___JR_HL 8268.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b5d4c12b-5c35-4ba7-83b3-77a74d355177___JR_HL 8661.JPG,data\processed\train\Pepper__bell___healthy\b5d4c12b-5c35-4ba7-83b3-77a74d355177___JR_HL 8661.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\fae85a08-cbd5-4dae-9a03-474cd6ab7efe___JR_HL 7645.JPG,data\processed\train\Pepper__bell___healthy\fae85a08-cbd5-4dae-9a03-474cd6ab7efe___JR_HL 7645.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f298f2b7-b63a-4e66-886e-fc14bb42bff9___JR_HL 7665.JPG,data\processed\train\Pepper__bell___healthy\f298f2b7-b63a-4e66-886e-fc14bb42bff9___JR_HL 7665.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f58e3caa-b48a-443b-83e0-ee09e9d70425___JR_HL 8261.JPG,data\processed\train\Pepper__bell___healthy\f58e3caa-b48a-443b-83e0-ee09e9d70425___JR_HL 8261.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\eed1b6d4-c01c-4b3f-8aba-77ebc730b2f9___JR_HL 7907.JPG,data\processed\train\Pepper__bell___healthy\eed1b6d4-c01c-4b3f-8aba-77ebc730b2f9___JR_HL 7907.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f0e93256-3b10-43c9-880e-e041de89502c___JR_HL 5846.JPG,data\processed\train\Pepper__bell___healthy\f0e93256-3b10-43c9-880e-e041de89502c___JR_HL 5846.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f63db177-4ffc-421f-b164-48f6a22dd14a___JR_HL 8169.JPG,data\processed\train\Pepper__bell___healthy\f63db177-4ffc-421f-b164-48f6a22dd14a___JR_HL 8169.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\fa865ee2-c3b8-45ac-b845-1dead949a24a___JR_HL 5818.JPG,data\processed\train\Pepper__bell___healthy\fa865ee2-c3b8-45ac-b845-1dead949a24a___JR_HL 5818.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f6f43f0f-592b-4e5a-9a34-73856a4a8571___JR_HL 5988.JPG,data\processed\train\Pepper__bell___healthy\f6f43f0f-592b-4e5a-9a34-73856a4a8571___JR_HL 5988.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f2eeb551-94e8-4ac2-a5de-4702e6349f42___JR_HL 8761.JPG,data\processed\train\Pepper__bell___healthy\f2eeb551-94e8-4ac2-a5de-4702e6349f42___JR_HL 8761.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f4b1affb-3b72-44b5-890c-e7d45ab612b3___JR_HL 8825.JPG,data\processed\train\Pepper__bell___healthy\f4b1affb-3b72-44b5-890c-e7d45ab612b3___JR_HL 8825.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f6202c30-deb0-498d-8e49-44b012204547___JR_HL 8127.JPG,data\processed\train\Pepper__bell___healthy\f6202c30-deb0-498d-8e49-44b012204547___JR_HL 8127.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\fb6f5d31-176f-4694-9178-0732fb1efcf5___JR_HL 5868.JPG,data\processed\train\Pepper__bell___healthy\fb6f5d31-176f-4694-9178-0732fb1efcf5___JR_HL 5868.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f2bf8b5a-2463-49d7-83cd-097350e3ff20___JR_HL 8568.JPG,data\processed\train\Pepper__bell___healthy\f2bf8b5a-2463-49d7-83cd-097350e3ff20___JR_HL 8568.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f42a7c9b-92e0-461b-b470-463a6f0b7aff___JR_HL 8747.JPG,data\processed\train\Pepper__bell___healthy\f42a7c9b-92e0-461b-b470-463a6f0b7aff___JR_HL 8747.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\ef16608c-6d3f-4974-b478-b45390a1e870___JR_HL 7772.JPG,data\processed\train\Pepper__bell___healthy\ef16608c-6d3f-4974-b478-b45390a1e870___JR_HL 7772.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f7f3f3a0-1615-49d8-b3fd-f6c47fe60bf2___JR_HL 7721.JPG,data\processed\train\Pepper__bell___healthy\f7f3f3a0-1615-49d8-b3fd-f6c47fe60bf2___JR_HL 7721.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\ef91d789-9549-42a6-b48e-7695ccd64a1f___JR_HL 7586.JPG,data\processed\train\Pepper__bell___healthy\ef91d789-9549-42a6-b48e-7695ccd64a1f___JR_HL 7586.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b8ea8f49-ab54-4282-81f4-7d1497b4f818___JR_HL 5949.JPG,data\processed\train\Pepper__bell___healthy\b8ea8f49-ab54-4282-81f4-7d1497b4f818___JR_HL 5949.JPG,train,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f9ac8fd3-552c-4ae4-a71a-8fe295c3d118___JR_HL 8891.JPG,data\processed\val\Pepper__bell___healthy\f9ac8fd3-552c-4ae4-a71a-8fe295c3d118___JR_HL 8891.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\fa07a6ab-030d-46dd-bca0-ae32ccdbf5c3___JR_HL 7564.JPG,data\processed\val\Pepper__bell___healthy\fa07a6ab-030d-46dd-bca0-ae32ccdbf5c3___JR_HL 7564.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f5f92be6-d496-44b5-aab7-7b372758a92c___JR_HL 8444.JPG,data\processed\val\Pepper__bell___healthy\f5f92be6-d496-44b5-aab7-7b372758a92c___JR_HL 8444.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f5c4ed36-b760-41c8-9ce3-60f0e1b0f068___JR_HL 5871.JPG,data\processed\val\Pepper__bell___healthy\f5c4ed36-b760-41c8-9ce3-60f0e1b0f068___JR_HL 5871.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f170473e-77b2-4b80-94bf-9479622bac75___JR_HL 8381.JPG,data\processed\val\Pepper__bell___healthy\f170473e-77b2-4b80-94bf-9479622bac75___JR_HL 8381.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f6cf7e4b-5a82-4383-818d-f68c887fb2c2___JR_HL 7746.JPG,data\processed\val\Pepper__bell___healthy\f6cf7e4b-5a82-4383-818d-f68c887fb2c2___JR_HL 7746.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f7b9603d-96a2-4689-b86b-a1e1a53322f1___JR_HL 8385.JPG,data\processed\val\Pepper__bell___healthy\f7b9603d-96a2-4689-b86b-a1e1a53322f1___JR_HL 8385.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f86dcb0b-6f47-417d-abd9-096cb68a8cb5___JR_HL 7759.JPG,data\processed\val\Pepper__bell___healthy\f86dcb0b-6f47-417d-abd9-096cb68a8cb5___JR_HL 7759.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f17e7ab8-61bb-452b-9e15-5113e2792f78___JR_HL 8442.JPG,data\processed\val\Pepper__bell___healthy\f17e7ab8-61bb-452b-9e15-5113e2792f78___JR_HL 8442.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b7d4bf27-7ed1-4ba3-9b4b-8c9a8f19c4ee___JR_HL 8653.JPG,data\processed\val\Pepper__bell___healthy\b7d4bf27-7ed1-4ba3-9b4b-8c9a8f19c4ee___JR_HL 8653.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\fa64670e-5a85-4817-b2ee-7b12bba99176___JR_HL 8545.JPG,data\processed\val\Pepper__bell___healthy\fa64670e-5a85-4817-b2ee-7b12bba99176___JR_HL 8545.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f48132e5-5e78-471e-ab16-e1ff06aa13f3___JR_HL 8446.JPG,data\processed\val\Pepper__bell___healthy\f48132e5-5e78-471e-ab16-e1ff06aa13f3___JR_HL 8446.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f3af7ac3-0b06-4dae-8494-719e65334e3b___JR_HL 8766.JPG,data\processed\val\Pepper__bell___healthy\f3af7ac3-0b06-4dae-8494-719e65334e3b___JR_HL 8766.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b45d62a2-3de1-411b-8f88-ab52195b6dda___JR_HL 7639.JPG,data\processed\val\Pepper__bell___healthy\b45d62a2-3de1-411b-8f88-ab52195b6dda___JR_HL 7639.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f20f36a0-6816-455b-9ea6-cd3bdf90a844___JR_HL 8045.JPG,data\processed\val\Pepper__bell___healthy\f20f36a0-6816-455b-9ea6-cd3bdf90a844___JR_HL 8045.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\b6d08201-b4f8-48e9-9c58-72b5675e50b8___JR_HL 7576.JPG,data\processed\val\Pepper__bell___healthy\b6d08201-b4f8-48e9-9c58-72b5675e50b8___JR_HL 7576.JPG,val,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f3c34e2d-5b85-44fc-96b6-e23cbae88046___JR_HL 7682.JPG,data\processed\test\Pepper__bell___healthy\f3c34e2d-5b85-44fc-96b6-e23cbae88046___JR_HL 7682.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f1dcd8f8-45b1-4b59-b613-7b0384e58365___JR_HL 8178.JPG,data\processed\test\Pepper__bell___healthy\f1dcd8f8-45b1-4b59-b613-7b0384e58365___JR_HL 8178.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f8fa9424-843e-4639-9b06-c8da74a4d52b___JR_HL 8425.JPG,data\processed\test\Pepper__bell___healthy\f8fa9424-843e-4639-9b06-c8da74a4d52b___JR_HL 8425.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f2b739b9-a463-4ee1-96bf-b5cfe6acb66d___JR_HL 5844.JPG,data\processed\test\Pepper__bell___healthy\f2b739b9-a463-4ee1-96bf-b5cfe6acb66d___JR_HL 5844.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f457076f-aab1-496e-a4d8-9fefb1af279a___JR_HL 8754.JPG,data\processed\test\Pepper__bell___healthy\f457076f-aab1-496e-a4d8-9fefb1af279a___JR_HL 8754.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f60cdc34-0ab9-4551-ac24-e9e0d5affd6a___JR_HL 7931.JPG,data\processed\test\Pepper__bell___healthy\f60cdc34-0ab9-4551-ac24-e9e0d5affd6a___JR_HL 7931.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f02b5ae2-2313-481b-8347-09459952aada___JR_HL 7894.JPG,data\processed\test\Pepper__bell___healthy\f02b5ae2-2313-481b-8347-09459952aada___JR_HL 7894.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f2833b90-ad7d-4bd8-bb88-9f97d0517c98___JR_HL 8325.JPG,data\processed\test\Pepper__bell___healthy\f2833b90-ad7d-4bd8-bb88-9f97d0517c98___JR_HL 8325.JPG,test,Pepper__bell___healthy
data\cleaned\Pepper__bell___healthy\f7f4af6c-2972-4cad-9d41-972d864f322b___JR_HL 7775.JPG,data\processed\test\Pepper__bell___healthy\f7f4af6c-2972-4cad-9d41-972d864f322b___JR_HL 7775.JPG,test,Pepper__bell___healthy
data\cleaned\Potato___Early_blight\df7e4d39-fb74-4e6d-9d32-04d7d2165135___RS_Early.B 6700.JPG,data\processed\train\Potato___Early_blight\df7e4d39-fb74-4e6d-9d32-04d7d2165135___RS_Early.B 6700.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e9f9e200-b7ff-4a59-af32-b4faf3f27b17___RS_Early.B 8028.JPG,data\processed\train\Potato___Early_blight\e9f9e200-b7ff-4a59-af32-b4faf3f27b17___RS_Early.B 8028.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ef722b35-2ab8-409d-a971-b3a853a72cb3___RS_Early.B 7184.JPG,data\processed\train\Potato___Early_blight\ef722b35-2ab8-409d-a971-b3a853a72cb3___RS_Early.B 7184.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fdc691b0-2b15-4cb6-8f5d-c4e5654389e0___RS_Early.B 7935.JPG,data\processed\train\Potato___Early_blight\fdc691b0-2b15-4cb6-8f5d-c4e5654389e0___RS_Early.B 7935.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e0654927-6cc0-491f-86d3-acb5ad261904___RS_Early.B 8341.JPG,data\processed\train\Potato___Early_blight\e0654927-6cc0-491f-86d3-acb5ad261904___RS_Early.B 8341.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ede5199d-4bf1-4bd0-a460-2168350ed05a___RS_Early.B 8773.JPG,data\processed\train\Potato___Early_blight\ede5199d-4bf1-4bd0-a460-2168350ed05a___RS_Early.B 8773.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e09798e4-23b1-4485-873b-605bc350f327___RS_Early.B 7320.JPG,data\processed\train\Potato___Early_blight\e09798e4-23b1-4485-873b-605bc350f327___RS_Early.B 7320.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ed78ac4f-ce50-4de8-b508-ad07b9d99176___RS_Early.B 7313.JPG,data\processed\train\Potato___Early_blight\ed78ac4f-ce50-4de8-b508-ad07b9d99176___RS_Early.B 7313.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\dea6a6e4-cfb0-4c00-a0f7-bdd1e52f82e0___RS_Early.B 7246.JPG,data\processed\train\Potato___Early_blight\dea6a6e4-cfb0-4c00-a0f7-bdd1e52f82e0___RS_Early.B 7246.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fbbe7b93-e6da-4dc8-b1ee-ba5646a5e039___RS_Early.B 8216.JPG,data\processed\train\Potato___Early_blight\fbbe7b93-e6da-4dc8-b1ee-ba5646a5e039___RS_Early.B 8216.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fa61b2e4-413c-4503-a2a2-cff2d8a11351___RS_Early.B 7370.JPG,data\processed\train\Potato___Early_blight\fa61b2e4-413c-4503-a2a2-cff2d8a11351___RS_Early.B 7370.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e40b6718-52b6-46a7-970c-5f1b6bae23af___RS_Early.B 8287.JPG,data\processed\train\Potato___Early_blight\e40b6718-52b6-46a7-970c-5f1b6bae23af___RS_Early.B 8287.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ddc6aed7-43bd-49bc-88d0-6f942acb362a___RS_Early.B 7328.JPG,data\processed\train\Potato___Early_blight\ddc6aed7-43bd-49bc-88d0-6f942acb362a___RS_Early.B 7328.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e1710bad-79c1-4b36-bbd2-b257c50697a5___RS_Early.B 7426.JPG,data\processed\train\Potato___Early_blight\e1710bad-79c1-4b36-bbd2-b257c50697a5___RS_Early.B 7426.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e3007682-ad4b-4a62-b64d-ebb0c4537077___RS_Early.B 7772.JPG,data\processed\train\Potato___Early_blight\e3007682-ad4b-4a62-b64d-ebb0c4537077___RS_Early.B 7772.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e5c94100-3e1c-4fb1-8b6b-f281b491adff___RS_Early.B 8604.JPG,data\processed\train\Potato___Early_blight\e5c94100-3e1c-4fb1-8b6b-f281b491adff___RS_Early.B 8604.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e217c2fe-b0d5-45e6-a7fa-98f253444d54___RS_Early.B 7067.JPG,data\processed\train\Potato___Early_blight\e217c2fe-b0d5-45e6-a7fa-98f253444d54___RS_Early.B 7067.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fe772b3d-351c-4d18-9dcb-26feb90afa0d___RS_Early.B 7456.JPG,data\processed\train\Potato___Early_blight\fe772b3d-351c-4d18-9dcb-26feb90afa0d___RS_Early.B 7456.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e7b48816-19f7-4dc2-bf52-dfbb85e1f59a___RS_Early.B 7240.JPG,data\processed\train\Potato___Early_blight\e7b48816-19f7-4dc2-bf52-dfbb85e1f59a___RS_Early.B 7240.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ffef8a3b-3e8a-4c24-a27e-64c41708f7a0___RS_Early.B 7132.JPG,data\processed\train\Potato___Early_blight\ffef8a3b-3e8a-4c24-a27e-64c41708f7a0___RS_Early.B 7132.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e12f2cbd-6ced-45c5-8d83-96e19b92bfdd___RS_Early.B 8367.JPG,data\processed\train\Potato___Early_blight\e12f2cbd-6ced-45c5-8d83-96e19b92bfdd___RS_Early.B 8367.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\df67aec2-c706-4a6f-8a4a-e11d7eb41eb8___RS_Early.B 7287.JPG,data\processed\train\Potato___Early_blight\df67aec2-c706-4a6f-8a4a-e11d7eb41eb8___RS_Early.B 7287.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\faac446b-34ac-414a-9f0e-148d6ee87bfa___RS_Early.B 8934.JPG,data\processed\train\Potato___Early_blight\faac446b-34ac-414a-9f0e-148d6ee87bfa___RS_Early.B 8934.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fcbf4e6c-ba09-40f5-97c2-063bb20844bc___RS_Early.B 6938.JPG,data\processed\train\Potato___Early_blight\fcbf4e6c-ba09-40f5-97c2-063bb20844bc___RS_Early.B 6938.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\f980fef9-bcf5-47fd-8426-2c503dc35f88___RS_Early.B 6745.JPG,data\processed\train\Potato___Early_blight\f980fef9-bcf5-47fd-8426-2c503dc35f88___RS_Early.B 6745.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e7cab6f5-308b-41ea-af82-e20cfe540729___RS_Early.B 7177.JPG,data\processed\train\Potato___Early_blight\e7cab6f5-308b-41ea-af82-e20cfe540729___RS_Early.B 7177.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\de1ff62e-87aa-420a-9eeb-cb0e3475e84d___RS_Early.B 6918.JPG,data\processed\train\Potato___Early_blight\de1ff62e-87aa-420a-9eeb-cb0e3475e84d___RS_Early.B 6918.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e50e7166-a67d-4207-a49c-0240b0218d48___RS_Early.B 8907.JPG,data\processed\train\Potato___Early_blight\e50e7166-a67d-4207-a49c-0240b0218d48___RS_Early.B 8907.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e6693b54-623a-4323-aa79-3e0fc3c07288___RS_Early.B 9198.JPG,data\processed\train\Potato___Early_blight\e6693b54-623a-4323-aa79-3e0fc3c07288___RS_Early.B 9198.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ec4e730c-02c1-4b4e-b9fc-9387e2f30a8a___RS_Early.B 7701.JPG,data\processed\train\Potato___Early_blight\ec4e730c-02c1-4b4e-b9fc-9387e2f30a8a___RS_Early.B 7701.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\f9580dc3-d5d9-4990-a64d-3974a9d1c687___RS_Early.B 8755.JPG,data\processed\train\Potato___Early_blight\f9580dc3-d5d9-4990-a64d-3974a9d1c687___RS_Early.B 8755.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ea87f5c8-69f9-44e0-997b-bb896350765e___RS_Early.B 7798.JPG,data\processed\train\Potato___Early_blight\ea87f5c8-69f9-44e0-997b-bb896350765e___RS_Early.B 7798.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fc1ab935-21b3-42e7-a870-02fd71c5d845___RS_Early.B 6894.JPG,data\processed\train\Potato___Early_blight\fc1ab935-21b3-42e7-a870-02fd71c5d845___RS_Early.B 6894.JPG,train,Potato___Early_blight
